 Burundi,2007,number of immigrants: 95.0,number male: 51.0,number female: 44.0,Occupation: Students or children,Leading states of permanent residence: Texas,Age: 35-44 years,Marital Status: ?
 Burundi,2008,number of immigrants: 76.0,number male: 42.0,number female: 34.0,Occupation: Students or children,Leading states of permanent residence: Texas,Age: 35-44 years,Marital Status: ?
 Burundi,2009,number of immigrants: 90.0,number male: 52.0,number female: 38.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Texas,Age: 35-44 years,Marital Status: ?
 Burundi,2010,number of immigrants: 145.0,number male: 89.0,number female: 56.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: Texas,Age: 35-44 years,Marital Status: ?
 Cambodia,2003,number of immigrants: 3135.0,number male: 1316.0,number female: 1818.0,Occupation: Operators/ fabricators/ laborers,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Cambodia,2004,number of immigrants: 3975.0,number male: 1620.0,number female: 2334.0,Occupation: Operators/ fabricators/ laborers,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Cambodia,2005,number of immigrants: 4806.0,number male: 1931.0,number female: 2863.0,Occupation: Operators/ fabricators/ laborers,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Cambodia,2006,number of immigrants: 4778.0,number male: 1911.0,number female: 2861.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Cambodia,2007,number of immigrants: 4197.0,number male: 1714.0,number female: 2477.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Cambodia,2008,number of immigrants: 5869.0,number male: 2404.0,number female: 3461.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Cambodia,2009,number of immigrants: 4673.0,number male: 1915.0,number female: 2753.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Cambodia,2010,number of immigrants: 3756.0,number male: 1471.0,number female: 2282.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Cameroon,2003,number of immigrants: 534.0,number male: 282.0,number female: 252.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Cameroon,2004,number of immigrants: 575.0,number male: 283.0,number female: 291.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Cameroon,2005,number of immigrants: 661.0,number male: 336.0,number female: 325.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Cameroon,2006,number of immigrants: 771.0,number male: 387.0,number female: 384.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Maryland,Age: 25-34 years,Marital Status: ?
 Cameroon,2007,number of immigrants: 611.0,number male: 313.0,number female: 298.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Maryland,Age: 35-44 years,Marital Status: ?
 Cameroon,2008,number of immigrants: 967.0,number male: 434.0,number female: 533.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Maryland,Age: 35-44 years,Marital Status: ?
 Cameroon,2009,number of immigrants: 1098.0,number male: 578.0,number female: 520.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Maryland,Age: 25-34 years,Marital Status: ?
 Cameroon,2010,number of immigrants: 1519.0,number male: 773.0,number female: 746.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Maryland,Age: 35-44 years,Marital Status: ?
 Canada,2003,number of immigrants: 6399.0,number male: 2868.0,number female: 3516.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Canada,2004,number of immigrants: 7682.0,number male: 3504.0,number female: 4141.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Canada,2005,number of immigrants: 7815.0,number male: 3562.0,number female: 4227.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Canada,2006,number of immigrants: 9607.0,number male: 4239.0,number female: 5343.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Canada,2008,number of immigrants: 12387.0,number male: 5521.0,number female: 6863.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 45-54 years,Marital Status: ?
 Canada,2009,number of immigrants: 9753.0,number male: 4640.0,number female: 5108.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 45-54 years,Marital Status: ?
 Canada,2010,number of immigrants: 8539.0,number male: 4227.0,number female: 4309.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 45-54 years,Marital Status: ?
 Cape Verde,2003,number of immigrants: 429.0,number male: 178.0,number female: 251.0,Occupation: Operators/ fabricators/ laborers,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Cape Verde,2004,number of immigrants: 635.0,number male: 268.0,number female: 364.0,Occupation: Operators/ fabricators/ laborers,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Cape Verde,2005,number of immigrants: 933.0,number male: 398.0,number female: 532.0,Occupation: Operators/ fabricators/ laborers,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Cape Verde,2006,number of immigrants: 1126.0,number male: 449.0,number female: 676.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: Massachusetts,Age: 25-34 years,Marital Status: ?
 Cape Verde,2007,number of immigrants: 1223.0,number male: 514.0,number female: 705.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: Massachusetts,Age: 25-34 years,Marital Status: ?
 Cape Verde,2008,number of immigrants: 1265.0,number male: 502.0,number female: 761.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: Massachusetts,Age: 25-34 years,Marital Status: ?
 Cape Verde,2009,number of immigrants: 903.0,number male: 403.0,number female: 496.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: Massachusetts,Age: 25-34 years,Marital Status: ?
 Cape Verde,2010,number of immigrants: 675.0,number male: 302.0,number female: 372.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: Massachusetts,Age: 25-34 years,Marital Status: ?
 Caribbean,2006,number of immigrants: 90979.0,number male: 38932.0,number female: 51978.0,Occupation: Students or children,Leading states of permanent residence: Florida,Age: 25-34 years,Marital Status: ?
 Caribbean,2008,number of immigrants: 131935.0,number male: 55295.0,number female: 76564.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Caribbean,2009,number of immigrants: 84917.0,number male: 39755.0,number female: 45110.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Caribbean,2010,number of immigrants: 62535.0,number male: 28552.0,number female: 33968.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 25-34 years,Marital Status: ?
 Cayman Islands,2003,number of immigrants: 0.0,number male: 0.0,number female: 0.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 18-24 years,Marital Status: ?
 Cayman Islands,2004,number of immigrants: 0.0,number male: 0.0,number female: 0.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 18-24 years,Marital Status: ?
 Cayman Islands,2008,number of immigrants: 24.0,number male: 7.0,number female: 17.0,Occupation: Students or children,Leading states of permanent residence: Georgia,Age: 18-24 years,Marital Status: ?
 Cayman Islands,2010,number of immigrants: 17.0,number male: 8.0,number female: 9.0,Occupation: Students or children,Leading states of permanent residence: Florida,Age: 18-24 years,Marital Status: ?
 Central African Republic,2003,number of immigrants: 0.0,number male: 0.0,number female: 0.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 18-24 years,Marital Status: ?
 Central African Republic,2004,number of immigrants: 0.0,number male: 0.0,number female: 0.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 18-24 years,Marital Status: ?
 Central African Republic,2010,number of immigrants: 27.0,number male: 17.0,number female: 10.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Maryland,Age: 25-34 years,Marital Status: ?
 Central America,2006,number of immigrants: 38463.0,number male: 16867.0,number female: 21516.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Central America,2008,number of immigrants: 86168.0,number male: 35211.0,number female: 50939.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Central America,2009,number of immigrants: 43914.0,number male: 21043.0,number female: 22853.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Central America,2010,number of immigrants: 25706.0,number male: 12069.0,number female: 13631.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Chad,2003,number of immigrants: 13.0,number male: 13.0,number female: 0.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 18-24 years,Marital Status: ?
 Chad,2004,number of immigrants: 27.0,number male: 13.0,number female: 14.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
 Chad,2009,number of immigrants: 27.0,number male: 16.0,number female: 11.0,Occupation: Students or children,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Chad,2010,number of immigrants: 39.0,number male: 27.0,number female: 12.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Chile,2004,number of immigrants: 1142.0,number male: 514.0,number female: 625.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Chile,2005,number of immigrants: 1183.0,number male: 517.0,number female: 663.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Chile,2006,number of immigrants: 1549.0,number male: 716.0,number female: 830.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Chile,2008,number of immigrants: 2851.0,number male: 1166.0,number female: 1684.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Chile,2009,number of immigrants: 1585.0,number male: 715.0,number female: 870.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Chile,2010,number of immigrants: 1249.0,number male: 581.0,number female: 668.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 China,2003,number of immigrants: 23991.0,number male: 10246.0,number female: 13742.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 China,2004,number of immigrants: 27309.0,number male: 11416.0,number female: 15820.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 China,2005,number of immigrants: 31708.0,number male: 12543.0,number female: 19141.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 China,2006,number of immigrants: 35387.0,number male: 14579.0,number female: 20775.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 China,2007,number of immigrants: 33134.0,number male: 13757.0,number female: 19371.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 China,2008,number of immigrants: 40017.0,number male: 17308.0,number female: 22705.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 China,2009,number of immigrants: 37130.0,number male: 15779.0,number female: 21343.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 China,2010,number of immigrants: 33969.0,number male: 14696.0,number female: 19271.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Colombia,2004,number of immigrants: 9819.0,number male: 3882.0,number female: 5869.0,Occupation: Operators/ fabricators/ laborers,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Colombia,2005,number of immigrants: 11396.0,number male: 4316.0,number female: 7054.0,Occupation: Operators/ fabricators/ laborers,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Colombia,2006,number of immigrants: 15698.0,number male: 5791.0,number female: 9894.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Colombia,2008,number of immigrants: 22926.0,number male: 7884.0,number female: 15036.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Colombia,2009,number of immigrants: 16593.0,number male: 6365.0,number female: 10220.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 25-34 years,Marital Status: ?
 Colombia,2010,number of immigrants: 18417.0,number male: 7724.0,number female: 10691.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Comoros,2003,number of immigrants: 0.0,number male: 0.0,number female: 0.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 18-24 years,Marital Status: ?
 Comoros,2004,number of immigrants: 0.0,number male: 0.0,number female: 0.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 18-24 years,Marital Status: ?
" Congo, Democratic Republic of the",2003,number of immigrants: 101.0,number male: 57.0,number female: 44.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
" Congo, Democratic Republic of the",2004,number of immigrants: 88.0,number male: 48.0,number female: 40.0,Occupation: Operators/ fabricators/ laborers,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
" Congo, Democratic Republic of the",2005,number of immigrants: 122.0,number male: 70.0,number female: 52.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
" Congo, Democratic Republic of the",2006,number of immigrants: 229.0,number male: 129.0,number female: 100.0,Occupation: Students or children,Leading states of permanent residence: Georgia,Age: 35-44 years,Marital Status: ?
" Congo, Democratic Republic of the",2007,number of immigrants: 164.0,number male: 81.0,number female: 83.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Texas,Age: 35-44 years,Marital Status: ?
" Congo, Democratic Republic of the",2008,number of immigrants: 211.0,number male: 123.0,number female: 88.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Texas,Age: 35-44 years,Marital Status: ?
" Congo, Democratic Republic of the",2009,number of immigrants: 349.0,number male: 180.0,number female: 169.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Texas,Age: 35-44 years,Marital Status: ?
" Congo, Democratic Republic of the",2010,number of immigrants: 744.0,number male: 388.0,number female: 356.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Texas,Age: 35-44 years,Marital Status: ?
" Congo, Republic of the",2003,number of immigrants: 123.0,number male: 67.0,number female: 56.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
" Congo, Republic of the",2004,number of immigrants: 163.0,number male: 98.0,number female: 65.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
" Congo, Republic of the",2005,number of immigrants: 193.0,number male: 105.0,number female: 88.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 25-34 years,Marital Status: ?
" Congo, Republic of the",2006,number of immigrants: 369.0,number male: 194.0,number female: 175.0,Occupation: Students or children,Leading states of permanent residence: Texas,Age: 25-34 years,Marital Status: ?
" Congo, Republic of the",2007,number of immigrants: 287.0,number male: 141.0,number female: 146.0,Occupation: Students or children,Leading states of permanent residence: Texas,Age: 35-44 years,Marital Status: ?
" Congo, Republic of the",2008,number of immigrants: 306.0,number male: 142.0,number female: 164.0,Occupation: Service occupations,Leading states of permanent residence: Texas,Age: 35-44 years,Marital Status: ?
" Congo, Republic of the",2009,number of immigrants: 308.0,number male: 161.0,number female: 147.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Texas,Age: 35-44 years,Marital Status: ?
" Congo, Republic of the",2010,number of immigrants: 313.0,number male: 172.0,number female: 141.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Texas,Age: 35-44 years,Marital Status: ?
 Cook Islands,2003,number of immigrants: 0.0,number male: 0.0,number female: 0.0,Occupation: Farming/ forestry/ fisheries,Leading states of permanent residence: ?,Age: 18-24 years,Marital Status: ?
 Costa Rica,2003,number of immigrants: 868.0,number male: 358.0,number female: 510.0,Occupation: Service,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Costa Rica,2004,number of immigrants: 970.0,number male: 395.0,number female: 569.0,Occupation: Service,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Costa Rica,2005,number of immigrants: 1161.0,number male: 474.0,number female: 680.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Costa Rica,2006,number of immigrants: 1402.0,number male: 581.0,number female: 818.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 25-34 years,Marital Status: ?
 Costa Rica,2008,number of immigrants: 2376.0,number male: 881.0,number female: 1494.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Costa Rica,2009,number of immigrants: 1517.0,number male: 635.0,number female: 881.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 25-34 years,Marital Status: ?
 Costa Rica,2010,number of immigrants: 1114.0,number male: 504.0,number female: 609.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 25-34 years,Marital Status: ?
 Cote d'Ivoire,2003,number of immigrants: 264.0,number male: 172.0,number female: 92.0,Occupation: Service,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Cote d'Ivoire,2004,number of immigrants: 317.0,number male: 221.0,number female: 96.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Cote d'Ivoire,2005,number of immigrants: 324.0,number male: 194.0,number female: 130.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Cote d'Ivoire,2006,number of immigrants: 491.0,number male: 312.0,number female: 179.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Cote d'Ivoire,2007,number of immigrants: 382.0,number male: 230.0,number female: 152.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Cote d'Ivoire,2008,number of immigrants: 479.0,number male: 281.0,number female: 198.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Cote d'Ivoire,2009,number of immigrants: 589.0,number male: 380.0,number female: 209.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Cote d'Ivoire,2010,number of immigrants: 549.0,number male: 327.0,number female: 222.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Croatia,2003,number of immigrants: 615.0,number male: 279.0,number female: 336.0,Occupation: Professional and technical,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Croatia,2004,number of immigrants: 1084.0,number male: 545.0,number female: 539.0,Occupation: Operators/ fabricators/ laborers,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Croatia,2005,number of immigrants: 1348.0,number male: 643.0,number female: 705.0,Occupation: Operators/ fabricators/ laborers,Leading states of permanent residence: ?,Age: 35-44 years,Marital Status: ?
 Croatia,2006,number of immigrants: 1623.0,number male: 804.0,number female: 818.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Illinois,Age: 35-44 years,Marital Status: ?
 Croatia,2007,number of immigrants: 1073.0,number male: 519.0,number female: 554.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: Illinois,Age: 35-44 years,Marital Status: ?
 Croatia,2008,number of immigrants: 1251.0,number male: 612.0,number female: 639.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Croatia,2009,number of immigrants: 718.0,number male: 364.0,number female: 354.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Croatia,2010,number of immigrants: 589.0,number male: 264.0,number female: 325.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Cuba,2006,number of immigrants: 21481.0,number male: 9882.0,number female: 11597.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Cuba,2008,number of immigrants: 39871.0,number male: 17868.0,number female: 21979.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Cuba,2009,number of immigrants: 24891.0,number male: 12649.0,number female: 12234.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Cuba,2010,number of immigrants: 14050.0,number male: 6819.0,number female: 7224.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 65 years and over,Marital Status: ?
 Cyprus,2006,number of immigrants: 140.0,number male: 87.0,number female: 53.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Cyprus,2007,number of immigrants: 109.0,number male: 66.0,number female: 43.0,Occupation: Service occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Cyprus,2008,number of immigrants: 160.0,number male: 102.0,number female: 58.0,Occupation: Students or children,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Cyprus,2009,number of immigrants: 160.0,number male: 99.0,number female: 61.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Cyprus,2010,number of immigrants: 118.0,number male: 70.0,number female: 48.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Czech Republic,2006,number of immigrants: 122.0,number male: 39.0,number female: 83.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Czech Republic,2007,number of immigrants: 122.0,number male: 33.0,number female: 89.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Czech Republic,2008,number of immigrants: 192.0,number male: 72.0,number female: 120.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Czech Republic,2009,number of immigrants: 266.0,number male: 88.0,number female: 178.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 25-34 years,Marital Status: ?
 Czech Republic,2010,number of immigrants: 367.0,number male: 121.0,number female: 246.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 25-34 years,Marital Status: ?
 Czechoslovakia (former),2006,number of immigrants: 614.0,number male: 207.0,number female: 406.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 25-34 years,Marital Status: ?
 Czechoslovakia (former),2007,number of immigrants: 449.0,number male: 170.0,number female: 279.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Czechoslovakia (former),2008,number of immigrants: 629.0,number male: 214.0,number female: 415.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Czechoslovakia (former),2009,number of immigrants: 503.0,number male: 190.0,number female: 312.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 25-34 years,Marital Status: ?
 Czechoslovakia (former),2010,number of immigrants: 372.0,number male: 150.0,number female: 222.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Denmark,2006,number of immigrants: 199.0,number male: 80.0,number female: 119.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Denmark,2007,number of immigrants: 170.0,number male: 83.0,number female: 86.0,Occupation: Retirees,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Denmark,2008,number of immigrants: 210.0,number male: 96.0,number female: 114.0,Occupation: Retirees,Leading states of permanent residence: California,Age: 55-64 years,Marital Status: ?
 Denmark,2009,number of immigrants: 156.0,number male: 79.0,number female: 77.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Denmark,2010,number of immigrants: 123.0,number male: 73.0,number female: 50.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: California,Age: 35-44 years,Marital Status: ?
 Djibouti,2006,number of immigrants: 18.0,number male: 6.0,number female: 12.0,Occupation: Students or children,Leading states of permanent residence: Ohio,Age: 18-24 years,Marital Status: ?
 Djibouti,2008,number of immigrants: 25.0,number male: 9.0,number female: 16.0,Occupation: Students or children,Leading states of permanent residence: Arizona,Age: 18-24 years,Marital Status: ?
 Djibouti,2009,number of immigrants: 19.0,number male: 8.0,number female: 11.0,Occupation: Students or children,Leading states of permanent residence: Arizona,Age: 25-34 years,Marital Status: ?
 Djibouti,2010,number of immigrants: 17.0,number male: 8.0,number female: 9.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: Arizona,Age: 35-44 years,Marital Status: ?
 Dominica,2006,number of immigrants: 741.0,number male: 298.0,number female: 443.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Dominica,2008,number of immigrants: 975.0,number male: 402.0,number female: 573.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: Florida,Age: 35-44 years,Marital Status: ?
 Dominica,2009,number of immigrants: 672.0,number male: 299.0,number female: 373.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Dominica,2010,number of immigrants: 543.0,number male: 242.0,number female: 301.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 35-44 years,Marital Status: ?
 Dominican Republic,2006,number of immigrants: 22165.0,number male: 9465.0,number female: 12683.0,Occupation: Students or children,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Dominican Republic,2008,number of immigrants: 35251.0,number male: 14137.0,number female: 21094.0,Occupation: Students or children,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Dominican Republic,2009,number of immigrants: 20778.0,number male: 9543.0,number female: 11203.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Dominican Republic,2010,number of immigrants: 15451.0,number male: 6952.0,number female: 8495.0,Occupation: Production/ transportation/ and material moving occupations,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Ecuador,2006,number of immigrants: 8321.0,number male: 3874.0,number female: 4441.0,Occupation: Students or children,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Ecuador,2008,number of immigrants: 11908.0,number male: 5013.0,number female: 6888.0,Occupation: Students or children,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
 Ecuador,2009,number of immigrants: 7609.0,number male: 3491.0,number female: 4115.0,Occupation: Management/ professional/ and related occupations,Leading states of permanent residence: New York,Age: 25-34 years,Marital Status: ?
