 Cameroon,2003,number of immigrants,534.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,282.0,number female,252.0,2004,number of immigrants,575.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,283.0,number female,291.0,2005,number of immigrants,661.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,336.0,number female,325.0,2006,number of immigrants,771.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Maryland,Leading countries of birth,,number male,387.0,number female,384.0,2007,number of immigrants,611.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Maryland,Leading countries of birth,,number male,313.0,number female,298.0,2008,number of immigrants,967.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Maryland,Leading countries of birth,,number male,434.0,number female,533.0,2009,number of immigrants,1098.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Maryland,Leading countries of birth,,number male,578.0,number female,520.0,2010,number of immigrants,1519.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Maryland,Leading countries of birth,,number male,773.0,number female,746.0
 Canada,2003,number of immigrants,6399.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,2868.0,number female,3516.0,2004,number of immigrants,7682.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,3504.0,number female,4141.0,2005,number of immigrants,7815.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,3562.0,number female,4227.0,2006,number of immigrants,9607.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,4239.0,number female,5343.0,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,12387.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,5521.0,number female,6863.0,2009,number of immigrants,9753.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,4640.0,number female,5108.0,2010,number of immigrants,8539.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,4227.0,number female,4309.0
 Cape Verde,2003,number of immigrants,429.0,Occupation,"Operators, fabricators, laborers",Leading states of permanent residence,,Leading countries of birth,,number male,178.0,number female,251.0,2004,number of immigrants,635.0,Occupation,"Operators, fabricators, laborers",Leading states of permanent residence,,Leading countries of birth,,number male,268.0,number female,364.0,2005,number of immigrants,933.0,Occupation,"Operators, fabricators, laborers",Leading states of permanent residence,,Leading countries of birth,,number male,398.0,number female,532.0,2006,number of immigrants,1126.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,Massachusetts,Leading countries of birth,,number male,449.0,number female,676.0,2007,number of immigrants,1223.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,Massachusetts,Leading countries of birth,,number male,514.0,number female,705.0,2008,number of immigrants,1265.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,Massachusetts,Leading countries of birth,,number male,502.0,number female,761.0,2009,number of immigrants,903.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,Massachusetts,Leading countries of birth,,number male,403.0,number female,496.0,2010,number of immigrants,675.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,Massachusetts,Leading countries of birth,,number male,302.0,number female,372.0
 Caribbean,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,90979.0,Occupation,Students or children,Leading states of permanent residence,Florida,Leading countries of birth,,number male,38932.0,number female,51978.0,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,131935.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,55295.0,number female,76564.0,2009,number of immigrants,84917.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,39755.0,number female,45110.0,2010,number of immigrants,62535.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,28552.0,number female,33968.0
 Cayman Islands,2003,number of immigrants,0.0,Occupation,"Farming, forestry, fisheries",Leading states of permanent residence,,Leading countries of birth,,number male,0.0,number female,0.0,2004,number of immigrants,0.0,Occupation,"Farming, forestry, fisheries",Leading states of permanent residence,,Leading countries of birth,,number male,0.0,number female,0.0,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,24.0,Occupation,Students or children,Leading states of permanent residence,Georgia,Leading countries of birth,,number male,7.0,number female,17.0,2009,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2010,number of immigrants,17.0,Occupation,Students or children,Leading states of permanent residence,Florida,Leading countries of birth,,number male,8.0,number female,9.0
 Central African Republic,2003,number of immigrants,0.0,Occupation,"Farming, forestry, fisheries",Leading states of permanent residence,,Leading countries of birth,,number male,0.0,number female,0.0,2004,number of immigrants,0.0,Occupation,"Farming, forestry, fisheries",Leading states of permanent residence,,Leading countries of birth,,number male,0.0,number female,0.0,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2009,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2010,number of immigrants,27.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Maryland,Leading countries of birth,,number male,17.0,number female,10.0
 Central America,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,38463.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,16867.0,number female,21516.0,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,86168.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,35211.0,number female,50939.0,2009,number of immigrants,43914.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,21043.0,number female,22853.0,2010,number of immigrants,25706.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,12069.0,number female,13631.0
 Chad,2003,number of immigrants,13.0,Occupation,"Farming, forestry, fisheries",Leading states of permanent residence,,Leading countries of birth,,number male,13.0,number female,0.0,2004,number of immigrants,27.0,Occupation,"Farming, forestry, fisheries",Leading states of permanent residence,,Leading countries of birth,,number male,13.0,number female,14.0,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2009,number of immigrants,27.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,16.0,number female,11.0,2010,number of immigrants,39.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,27.0,number female,12.0
 Chile,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,1142.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,514.0,number female,625.0,2005,number of immigrants,1183.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,517.0,number female,663.0,2006,number of immigrants,1549.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,716.0,number female,830.0,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,2851.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,1166.0,number female,1684.0,2009,number of immigrants,1585.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,715.0,number female,870.0,2010,number of immigrants,1249.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,581.0,number female,668.0
 China,2003,number of immigrants,23991.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,10246.0,number female,13742.0,2004,number of immigrants,27309.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,11416.0,number female,15820.0,2005,number of immigrants,31708.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,12543.0,number female,19141.0,2006,number of immigrants,35387.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,14579.0,number female,20775.0,2007,number of immigrants,33134.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,13757.0,number female,19371.0,2008,number of immigrants,40017.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,17308.0,number female,22705.0,2009,number of immigrants,37130.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,15779.0,number female,21343.0,2010,number of immigrants,33969.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,14696.0,number female,19271.0
 Colombia,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,9819.0,Occupation,"Operators, fabricators, laborers",Leading states of permanent residence,,Leading countries of birth,,number male,3882.0,number female,5869.0,2005,number of immigrants,11396.0,Occupation,"Operators, fabricators, laborers",Leading states of permanent residence,,Leading countries of birth,,number male,4316.0,number female,7054.0,2006,number of immigrants,15698.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,5791.0,number female,9894.0,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,22926.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,7884.0,number female,15036.0,2009,number of immigrants,16593.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,6365.0,number female,10220.0,2010,number of immigrants,18417.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,7724.0,number female,10691.0
 Comoros,2003,number of immigrants,0.0,Occupation,"Farming, forestry, fisheries",Leading states of permanent residence,,Leading countries of birth,,number male,0.0,number female,0.0,2004,number of immigrants,0.0,Occupation,"Farming, forestry, fisheries",Leading states of permanent residence,,Leading countries of birth,,number male,0.0,number female,0.0,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2009,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2010,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,
" Congo, Democratic Republic of the",2003,number of immigrants,101.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,57.0,number female,44.0,2004,number of immigrants,88.0,Occupation,"Operators, fabricators, laborers",Leading states of permanent residence,,Leading countries of birth,,number male,48.0,number female,40.0,2005,number of immigrants,122.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,70.0,number female,52.0,2006,number of immigrants,229.0,Occupation,Students or children,Leading states of permanent residence,Georgia,Leading countries of birth,,number male,129.0,number female,100.0,2007,number of immigrants,164.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Texas,Leading countries of birth,,number male,81.0,number female,83.0,2008,number of immigrants,211.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Texas,Leading countries of birth,,number male,123.0,number female,88.0,2009,number of immigrants,349.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Texas,Leading countries of birth,,number male,180.0,number female,169.0,2010,number of immigrants,744.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Texas,Leading countries of birth,,number male,388.0,number female,356.0
" Congo, Republic of the",2003,number of immigrants,123.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,67.0,number female,56.0,2004,number of immigrants,163.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,98.0,number female,65.0,2005,number of immigrants,193.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,105.0,number female,88.0,2006,number of immigrants,369.0,Occupation,Students or children,Leading states of permanent residence,Texas,Leading countries of birth,,number male,194.0,number female,175.0,2007,number of immigrants,287.0,Occupation,Students or children,Leading states of permanent residence,Texas,Leading countries of birth,,number male,141.0,number female,146.0,2008,number of immigrants,306.0,Occupation,Service occupations,Leading states of permanent residence,Texas,Leading countries of birth,,number male,142.0,number female,164.0,2009,number of immigrants,308.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Texas,Leading countries of birth,,number male,161.0,number female,147.0,2010,number of immigrants,313.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Texas,Leading countries of birth,,number male,172.0,number female,141.0
 Cook Islands,2003,number of immigrants,0.0,Occupation,"Farming, forestry, fisheries",Leading states of permanent residence,,Leading countries of birth,,number male,0.0,number female,0.0,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2009,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2010,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,
 Costa Rica,2003,number of immigrants,868.0,Occupation,Service,Leading states of permanent residence,,Leading countries of birth,,number male,358.0,number female,510.0,2004,number of immigrants,970.0,Occupation,Service,Leading states of permanent residence,,Leading countries of birth,,number male,395.0,number female,569.0,2005,number of immigrants,1161.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,474.0,number female,680.0,2006,number of immigrants,1402.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,581.0,number female,818.0,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,2376.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,881.0,number female,1494.0,2009,number of immigrants,1517.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,635.0,number female,881.0,2010,number of immigrants,1114.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,504.0,number female,609.0
 Cote d'Ivoire,2003,number of immigrants,264.0,Occupation,Service,Leading states of permanent residence,,Leading countries of birth,,number male,172.0,number female,92.0,2004,number of immigrants,317.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,221.0,number female,96.0,2005,number of immigrants,324.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,194.0,number female,130.0,2006,number of immigrants,491.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,312.0,number female,179.0,2007,number of immigrants,382.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,230.0,number female,152.0,2008,number of immigrants,479.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,281.0,number female,198.0,2009,number of immigrants,589.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,380.0,number female,209.0,2010,number of immigrants,549.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,327.0,number female,222.0
 Croatia,2003,number of immigrants,615.0,Occupation,Professional and technical,Leading states of permanent residence,,Leading countries of birth,,number male,279.0,number female,336.0,2004,number of immigrants,1084.0,Occupation,"Operators, fabricators, laborers",Leading states of permanent residence,,Leading countries of birth,,number male,545.0,number female,539.0,2005,number of immigrants,1348.0,Occupation,"Operators, fabricators, laborers",Leading states of permanent residence,,Leading countries of birth,,number male,643.0,number female,705.0,2006,number of immigrants,1623.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Illinois,Leading countries of birth,,number male,804.0,number female,818.0,2007,number of immigrants,1073.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,Illinois,Leading countries of birth,,number male,519.0,number female,554.0,2008,number of immigrants,1251.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,612.0,number female,639.0,2009,number of immigrants,718.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,364.0,number female,354.0,2010,number of immigrants,589.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,264.0,number female,325.0
 Cuba,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,21481.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,9882.0,number female,11597.0,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,39871.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,17868.0,number female,21979.0,2009,number of immigrants,24891.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,12649.0,number female,12234.0,2010,number of immigrants,14050.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,6819.0,number female,7224.0
 Cyprus,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,140.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,87.0,number female,53.0,2007,number of immigrants,109.0,Occupation,Service occupations,Leading states of permanent residence,New York,Leading countries of birth,,number male,66.0,number female,43.0,2008,number of immigrants,160.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,102.0,number female,58.0,2009,number of immigrants,160.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,99.0,number female,61.0,2010,number of immigrants,118.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,70.0,number female,48.0
 Czech Republic,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,122.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,39.0,number female,83.0,2007,number of immigrants,122.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,33.0,number female,89.0,2008,number of immigrants,192.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,72.0,number female,120.0,2009,number of immigrants,266.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,88.0,number female,178.0,2010,number of immigrants,367.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,121.0,number female,246.0
 Czechoslovakia (former),2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,614.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,207.0,number female,406.0,2007,number of immigrants,449.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,170.0,number female,279.0,2008,number of immigrants,629.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,214.0,number female,415.0,2009,number of immigrants,503.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,190.0,number female,312.0,2010,number of immigrants,372.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,150.0,number female,222.0
 Denmark,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,199.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,80.0,number female,119.0,2007,number of immigrants,170.0,Occupation,Retirees,Leading states of permanent residence,California,Leading countries of birth,,number male,83.0,number female,86.0,2008,number of immigrants,210.0,Occupation,Retirees,Leading states of permanent residence,California,Leading countries of birth,,number male,96.0,number female,114.0,2009,number of immigrants,156.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,79.0,number female,77.0,2010,number of immigrants,123.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,73.0,number female,50.0
 Djibouti,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,18.0,Occupation,Students or children,Leading states of permanent residence,Ohio,Leading countries of birth,,number male,6.0,number female,12.0,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,25.0,Occupation,Students or children,Leading states of permanent residence,Arizona,Leading countries of birth,,number male,9.0,number female,16.0,2009,number of immigrants,19.0,Occupation,Students or children,Leading states of permanent residence,Arizona,Leading countries of birth,,number male,8.0,number female,11.0,2010,number of immigrants,17.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,Arizona,Leading countries of birth,,number male,8.0,number female,9.0
 Dominica,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,741.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,298.0,number female,443.0,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,975.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Florida,Leading countries of birth,,number male,402.0,number female,573.0,2009,number of immigrants,672.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,299.0,number female,373.0,2010,number of immigrants,543.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,242.0,number female,301.0
 Dominican Republic,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,22165.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,9465.0,number female,12683.0,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,35251.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,14137.0,number female,21094.0,2009,number of immigrants,20778.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,9543.0,number female,11203.0,2010,number of immigrants,15451.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,6952.0,number female,8495.0
 Ecuador,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,8321.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,3874.0,number female,4441.0,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,11908.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,5013.0,number female,6888.0,2009,number of immigrants,7609.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,3491.0,number female,4115.0,2010,number of immigrants,5931.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,2664.0,number female,3266.0
